user_lifetime_value,geo.country,user_id,user_properties.save_payment_info,user_properties.push_opt_in,event_name.add_to_wishlist,web_sessions,app_sessions,transactions,items_viewed,session_duration,promotion_clicks,ecommerce.purchase_value,items_viewed_filtered_by_sale,ecommerce.discount,items_viewed_per_app_session,transactions_app,items_added_to_cart_per_session_count,user_engagement_proxy,is_churned
872.75,IN,780,0,0,4,43,23,0,149,415.57,6,130.37,12,0.07,3.52,5,1.44,5,0
102.17,FR,781,1,1,5,12,14,0,16,259.21,15,359.62,56,0.41,0.47,18,0.05,9,0
852.63,US,782,1,1,4,49,10,19,1,504.58,7,498.83,98,0.96,5.72,1,1.02,7,1
374.11,US,783,1,0,5,13,14,2,175,342.34,11,332.53,54,0.51,2.71,4,2.02,8,1
561.23,CA,784,0,1,3,44,3,19,104,28.54,1,208.54,0,0.89,4.09,16,0.23,6,1
663.6,UK,785,0,0,7,8,18,10,159,209.03,8,270.29,61,0.84,1.77,17,3.08,2,0
862.12,TR,786,0,0,8,7,34,6,3,506.82,16,428.21,76,0.34,1.99,4,1.69,7,1
529.51,DE,787,0,0,9,13,7,11,29,409.66,12,83.95,88,0.78,5.3,2,1.9,4,0
891.11,TR,788,0,1,4,34,49,10,168,388.7,8,197.67,72,0.62,4.41,15,3.37,5,1
102.74,CA,789,1,1,8,13,13,8,102,119.75,10,97.92,48,0.76,3.25,0,4.93,4,1
895.88,CA,790,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
204.02,US,791,1,1,8,29,22,13,51,299.94,17,93.73,95,0.91,2.62,2,4.26,6,0
663.6,UK,792,0,0,7,8,18,10,159,209.03,8,270.29,61,0.84,1.77,17,3.08,2,0
579.72,FR,793,0,1,1,36,26,1,183,318.3,7,427.01,58,0.89,6.8,17,1.25,5,0
234.23,DE,794,0,0,1,47,5,13,123,471.98,10,74.46,32,0.29,8.22,9,0.48,4,1
797.83,TR,795,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
810.04,IN,796,0,0,8,49,34,10,51,436.66,14,316.07,21,0.3,2.27,6,4.47,2,0
547.22,IN,797,1,1,8,1,21,7,61,332.71,1,109.76,23,0.49,4.16,1,1.28,6,1
478.74,IN,798,1,1,9,24,24,5,147,332.65,10,432.18,98,0.89,8.16,8,0.62,7,0
909.18,US,799,0,1,5,26,40,19,123,521.49,8,178.51,12,0.25,6.25,5,0.5,8,1
819.83,US,800,0,0,7,0,20,10,27,76.63,9,95.8,14,0.69,4.41,8,3.36,6,1
985.79,US,801,1,0,0,3,33,3,92,385.88,5,234.8,81,0.01,2.44,9,1.73,0,0
805.45,IN,802,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
868.4,CA,803,0,1,5,13,8,5,92,235.72,1,314.18,75,0.7,0.43,11,1.15,7,1
513.48,CA,804,0,0,2,23,21,18,167,383.41,14,198.97,30,0.44,4.23,2,4.07,5,0
378.3,DE,805,0,1,1,44,29,13,123,114.95,8,244.85,0,0.65,6.42,16,3.13,3,1
626.66,TR,806,1,1,0,9,43,11,145,45.23,3,189.7,25,0.13,3.62,13,2.68,8,0
929.04,FR,807,0,0,0,35,36,7,83,495.75,14,38.29,57,0.78,5.69,12,4.62,1,1
182.62,DE,808,0,0,1,8,28,15,89,360.16,2,312.13,51,0.33,5.25,7,0.57,6,0
687.39,US,809,0,0,3,36,4,3,62,88.1,3,166.74,76,0.69,0.61,6,4.28,2,0
594.98,DE,810,1,0,4,8,13,11,189,170.21,3,392.07,52,0.09,2.58,3,1.45,2,1
433.9,UK,811,0,1,8,14,44,5,112,471.39,13,51.98,31,0.79,0.59,3,4.99,8,0
787.32,UK,812,1,1,8,46,22,11,153,491.89,12,59.66,78,0.94,9.31,18,2.68,1,0
79.86,FR,813,1,0,7,32,49,11,68,74.25,13,35.89,4,0.83,4.16,9,0.56,5,1
976.09,CA,814,1,0,0,41,22,17,121,390.31,18,141.27,11,0.78,5.88,3,3.45,5,0
834.12,DE,815,1,1,2,47,26,14,99,220.15,16,57.17,55,0.57,9.97,16,1.1,3,1
699.01,IN,816,0,0,9,12,20,4,78,589.18,16,14.48,2,0.92,7.91,8,0.31,9,1
990.6,US,817,0,0,1,31,34,14,36,37.17,0,81.69,88,0.28,1.43,2,1.74,9,1
35.1,IN,818,1,1,1,44,16,4,194,509.84,12,335.54,88,0.25,3.27,18,4.37,4,1
810.31,DE,819,1,1,1,27,21,4,27,513.01,1,157.36,90,0.51,4.67,2,1.94,0,0
516.97,UK,820,0,1,3,24,28,2,147,121.53,18,261.41,29,0.63,7.78,17,0.85,7,1
298.32,IN,821,0,0,6,1,2,10,83,500.11,19,39.89,17,0.2,9.24,5,2.66,7,0
553.73,FR,822,0,0,6,8,10,8,74,487.82,9,402.39,85,0.68,0.67,1,4.2,0,0
523.15,DE,823,1,0,8,35,28,16,120,244.61,16,119.85,71,0.46,2.44,5,2.71,9,0
757,IN,824,1,0,2,2,20,8,112,10.26,17,76.32,53,0.93,6,13,0.12,4,0
259.26,FR,825,1,1,7,49,35,12,165,506.92,7,325.92,38,0.93,4.78,0,2.33,2,1
109.77,DE,826,1,1,2,24,9,14,186,422,5,77.9,91,0.67,0.54,8,1.31,8,0
502.28,DE,827,0,1,2,17,30,18,5,333.9,14,41.68,27,0.21,0.21,3,3.96,2,0
716.11,IN,828,1,1,5,0,0,3,194,493.68,6,252.56,61,0.9,9.16,13,0.62,1,1
171.31,UK,829,0,0,3,33,24,2,63,398.88,0,424.46,63,0.08,2.09,17,2.81,9,1
717.45,DE,830,0,0,0,25,14,11,47,568.96,3,480.66,84,0.9,8.32,3,3.25,4,1
547.22,IN,831,1,1,8,1,21,7,61,332.71,1,109.76,23,0.49,4.16,1,1.28,6,1
715.06,US,832,1,0,9,34,38,17,199,237.22,18,348.85,36,0.03,5.88,14,4.98,5,0
478.74,IN,833,1,1,9,24,24,5,147,332.65,10,432.18,98,0.89,8.16,8,0.62,7,0
969.89,IN,834,1,0,0,2,11,12,163,582.07,7,419.76,17,0.53,3.97,4,4.21,1,1
153.45,IN,835,0,0,2,24,24,9,192,494.64,12,39.01,92,0.36,1.43,1,3.08,3,0
663.38,US,836,0,0,6,37,24,19,8,343.34,16,445.12,31,0.3,6.81,8,4.53,5,1
830.45,FR,837,1,0,8,7,39,15,77,552.05,15,5.99,82,0.1,1.63,13,4.14,8,0
249.43,DE,838,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
235.66,US,839,0,0,9,49,8,14,198,522.68,16,396.82,96,0.8,8.35,4,0.32,3,0
285.86,US,840,1,0,0,11,34,4,135,434.68,1,113.96,29,0.31,3.74,3,1.25,7,0
963.02,DE,841,0,0,5,41,4,15,155,195.94,3,419.5,65,0.76,1.65,11,1.1,9,1
204.02,US,842,1,1,8,29,22,13,51,299.94,17,93.73,95,0.91,2.62,2,4.26,6,0
478.74,IN,843,1,1,9,24,24,5,147,332.65,10,432.18,98,0.89,8.16,8,0.62,7,0
728.83,CA,844,0,1,0,41,7,2,180,394.06,14,326.08,83,0.73,1.22,1,3.78,3,1
146.15,DE,845,0,1,7,10,18,5,191,210.82,13,445.75,43,0.73,4.54,13,0.32,4,1
594.98,DE,846,1,0,4,8,13,11,189,170.21,3,392.07,52,0.09,2.58,3,1.45,2,1
740.52,US,847,1,0,8,23,42,0,99,45.77,9,81.08,14,0.81,7.15,14,3.58,6,0
811.27,TR,848,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
895.88,CA,849,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
41.11,CA,850,0,1,9,41,21,11,44,11.37,5,75.71,75,0.21,6.03,4,1.4,6,0
523.15,DE,851,1,0,8,35,28,16,120,244.61,16,119.85,71,0.46,2.44,5,2.71,9,0
940.1,CA,852,0,0,7,15,19,19,29,312.61,13,375.44,54,0.28,4.15,16,1.63,0,1
332.08,UK,853,1,0,4,0,39,1,141,342,12,118.65,12,0.22,1.11,14,1.78,1,1
758,DE,854,1,1,7,49,46,16,173,494.94,17,212.54,51,0.45,1.49,16,2.53,2,1
164.46,TR,855,1,0,3,39,40,13,150,582.74,0,149.73,86,0.79,6.53,12,0.1,4,0
321.21,TR,856,0,1,9,49,14,3,174,211.65,3,107.09,58,0.82,4.7,19,3.64,1,1
355.72,TR,857,0,0,3,10,34,10,166,34.95,2,111.38,11,0.34,1.7,0,3.73,9,0
990.15,US,858,0,1,2,14,40,8,50,527.81,19,159.83,62,0.14,9.39,0,4.25,1,0
942.05,TR,859,1,0,4,31,30,10,108,136.23,10,109.34,1,0.49,3.86,3,4.73,5,0
28.04,UK,860,0,1,5,1,14,2,66,243.17,18,486.67,75,0.12,1.82,12,2.36,7,0
629.6,CA,861,1,0,2,46,3,11,138,90.83,16,449.2,51,0.23,1.38,17,2.07,1,1
318.59,IN,862,0,1,6,46,15,6,119,44.07,12,254.05,59,0.9,0,9,2.58,9,1
79.86,FR,863,1,0,7,32,49,11,68,74.25,13,35.89,4,0.83,4.16,9,0.56,5,1
444.58,TR,864,1,0,5,0,34,0,31,375.64,0,354.04,54,0.61,2.96,14,0.15,2,1
329.73,UK,865,0,0,0,19,0,7,187,468.39,3,319.79,3,0.61,6.27,0,4.98,0,1
307.87,CA,866,1,1,9,16,13,18,152,139.37,6,190.86,88,0.42,8.2,3,2.01,3,0
365.9,UK,867,0,1,8,12,12,0,197,87.6,9,24.27,26,0.25,0.69,0,0.67,2,1
78.67,US,868,0,1,2,12,10,10,87,219.47,17,87.91,10,0.74,3.29,11,4.45,8,1
118.95,DE,869,1,0,1,7,13,5,54,69.56,8,170.15,35,0.44,9.06,8,3.12,1,0
256.8,FR,870,0,0,1,33,41,12,181,13.34,4,106.14,68,0.38,0.1,15,3.87,5,1
764,TR,871,0,0,4,18,33,6,167,148.45,2,355.84,84,0.57,8.55,17,3.09,0,0
613.47,US,872,1,0,7,46,15,13,11,255.51,14,498.61,1,0.73,2.83,0,3.6,7,1
291.99,CA,873,0,0,2,25,0,9,144,29.86,5,402.89,60,0.01,8.25,17,2.12,8,0
543.95,DE,874,1,0,2,44,5,19,19,382.93,15,418.88,19,0.92,1.27,4,1.58,2,1
164.87,US,875,1,1,1,21,45,13,22,106.69,18,351.32,83,0.44,5.94,13,2.01,7,0
516.23,DE,876,1,0,4,47,0,19,130,117.23,5,295.53,87,1,3.31,14,1.85,0,1
716.11,IN,877,1,1,5,0,0,3,194,493.68,6,252.56,61,0.9,9.16,13,0.62,1,1
204.02,US,878,1,1,8,29,22,13,51,299.94,17,93.73,95,0.91,2.62,2,4.26,6,0
619.69,TR,879,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
893.13,CA,880,0,0,5,20,26,13,86,440.99,4,133.49,16,0.45,7.4,0,1.51,4,1
805.64,US,881,1,1,1,37,41,16,20,24.45,15,9.94,44,0.89,6.1,16,3.62,5,1
181.56,CA,882,1,0,1,20,30,5,62,544.79,3,306.8,88,0.13,4.36,16,1.56,9,1
704.95,FR,883,0,1,0,46,32,4,1,446.03,5,223.94,66,0.13,5.13,1,4.33,4,0
819.83,US,884,0,0,7,0,20,10,27,76.63,9,95.8,14,0.69,4.41,8,3.36,6,1
378.3,DE,885,0,1,1,44,29,13,123,114.95,8,244.85,0,0.65,6.42,16,3.13,3,1
931.45,CA,886,1,0,5,39,11,3,86,159.75,10,402.88,39,0.47,9.03,19,2.85,2,0
16.88,FR,887,1,0,4,28,1,8,149,152.92,3,441.87,16,0.8,2.64,9,0.9,0,1
204.02,US,888,1,1,8,29,22,13,51,299.94,17,93.73,95,0.91,2.62,2,4.26,6,0
897.13,US,889,1,1,2,49,15,14,178,421.68,9,422.45,80,0.13,4.59,15,0.2,6,0
380.79,US,890,0,0,7,11,8,12,98,62.04,3,326.41,98,0.9,5.23,18,2.72,1,1
649.02,FR,891,1,0,4,11,12,1,160,40.8,14,166.02,89,0.6,1.81,6,2.44,1,0
594.92,FR,892,0,0,5,12,48,14,126,367.63,2,490.65,66,0.81,2.43,8,0.66,8,0
498.86,TR,893,1,0,6,4,25,18,136,478.1,2,268.59,31,0.83,6.78,5,1.64,3,0
432.84,US,894,1,0,8,20,14,13,91,412.23,10,228.39,0,0.72,1.97,7,1.62,9,1
194.7,CA,895,1,0,8,19,29,5,50,190.62,7,363.1,41,0.42,0.24,6,4.18,9,0
524.87,UK,896,0,1,3,30,11,1,165,411.65,6,100.96,70,0.96,6.14,0,2.49,6,0
888.34,DE,897,0,0,9,19,1,4,47,321.06,4,349.73,37,0.25,2.01,1,3.56,5,0
287.96,FR,898,0,1,2,25,4,1,193,444.89,4,449.47,67,0.13,5.22,10,0.93,9,1
103.5,TR,899,0,0,0,34,16,0,74,572.21,3,380.85,38,0.57,9.65,14,1.62,9,0
737.72,TR,900,0,1,0,45,20,0,124,365.81,16,35.97,57,0.23,9.22,18,0.58,1,0
812.01,CA,901,1,1,5,33,16,2,1,55.07,15,283.88,55,0.12,4.73,14,4.62,2,0
534.35,FR,902,1,1,1,33,49,3,48,545.25,0,82.46,96,0.73,6.91,9,4.3,7,0
898.24,FR,903,1,1,3,40,8,6,87,232.62,5,139.12,7,0.13,9.28,5,1.97,6,1
83.81,US,904,0,0,5,42,5,14,104,365.25,3,14.47,53,0.05,0.42,13,2.59,3,1
653.46,DE,905,0,0,7,28,28,18,39,211.66,14,379.58,33,0.41,1.96,4,4.77,0,1
380.87,US,906,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
433.9,UK,907,0,1,8,14,44,5,112,471.39,13,51.98,31,0.79,0.59,3,4.99,8,0
731.72,FR,908,0,0,3,48,15,7,182,387.72,7,262.02,58,0.04,6.78,3,1.33,3,0
494.56,IN,909,0,1,7,45,12,4,184,337.25,5,187.94,93,0.57,7.42,17,4.3,5,0
307.87,CA,910,1,1,9,16,13,18,152,139.37,6,190.86,88,0.42,8.2,3,2.01,3,0
331.93,US,911,0,1,9,1,1,3,49,558.26,4,210.81,79,0.77,3.19,16,0.29,4,1
265.36,US,912,1,1,2,3,9,10,125,86.66,0,328.8,8,0.21,7.57,13,3.76,7,0
582.5,IN,913,1,1,8,35,10,8,54,333.55,19,464.92,9,0.78,6.94,2,0.39,0,1
850.73,US,914,0,1,3,34,26,16,160,464.76,0,408.4,98,0.12,6.28,1,1.03,8,0
83.81,US,915,0,0,5,42,5,14,104,365.25,3,14.47,53,0.05,0.42,13,2.59,3,1
318.59,IN,916,0,1,6,46,15,6,119,44.07,12,254.05,59,0.9,0,9,2.58,9,1
565.66,FR,917,1,0,4,5,2,17,160,442.5,5,435.91,5,0.88,3.07,17,3.61,9,1
34.07,IN,918,0,1,8,24,0,9,67,585.01,1,444.62,85,0.1,0.68,16,2.23,9,1
899.57,TR,919,1,1,9,11,32,4,138,117.86,11,411.81,96,0.11,9.89,19,4.22,8,1
757,IN,920,1,0,2,2,20,8,112,10.26,17,76.32,53,0.93,6,13,0.12,4,0
749.03,UK,921,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
496.7,US,922,1,1,5,9,39,19,46,458.9,16,109.56,91,0.82,8.86,1,2.61,4,1
687.39,US,923,0,0,3,36,4,3,62,88.1,3,166.74,76,0.69,0.61,6,4.28,2,0
116.81,UK,924,0,0,3,11,34,12,7,62.99,11,171.92,58,0.23,3.94,16,2.04,6,0
293.68,FR,925,1,0,7,48,7,8,48,499.56,1,497.84,4,0.63,9.08,0,4.67,0,0
323.75,TR,926,1,0,7,43,20,3,190,428.54,9,124.54,55,0.14,4.34,9,4.77,9,0
572.63,CA,927,1,1,2,45,21,10,89,516.78,11,381.62,87,0.35,8.44,17,1.71,7,1
36.25,CA,928,1,0,4,16,20,0,161,303.96,10,38.17,54,0.4,9.12,19,2.84,3,1
299.22,IN,929,0,1,0,37,21,2,167,353.96,0,441.44,16,0.08,3.03,15,4.03,2,1
854.48,US,930,1,0,7,22,16,18,142,415.95,17,375.35,59,0.06,9.94,15,1.55,4,0
710.99,CA,931,1,0,6,25,1,12,45,109.32,19,32.81,56,0.83,8.94,5,3.1,6,1
929.04,FR,932,0,0,0,35,36,7,83,495.75,14,38.29,57,0.78,5.69,12,4.62,1,1
955.32,UK,933,0,0,5,9,27,15,117,327.9,13,203.93,37,0.13,7.73,12,2.57,7,0
116.81,UK,934,0,0,3,11,34,12,7,62.99,11,171.92,58,0.23,3.94,16,2.04,6,0
594.92,FR,935,0,0,5,12,48,14,126,367.63,2,490.65,66,0.81,2.43,8,0.66,8,0
146.15,DE,936,0,1,7,10,18,5,191,210.82,13,445.75,43,0.73,4.54,13,0.32,4,1
102.74,CA,937,1,1,8,13,13,8,102,119.75,10,97.92,48,0.76,3.25,0,4.93,4,1
778.65,US,938,0,0,1,45,38,19,100,313.66,17,154.7,54,0.83,0.26,2,4.69,8,1
854.48,US,939,1,0,7,22,16,18,142,415.95,17,375.35,59,0.06,9.94,15,1.55,4,0
613.47,US,940,1,0,7,46,15,13,11,255.51,14,498.61,1,0.73,2.83,0,3.6,7,1
498.86,TR,941,1,0,6,4,25,18,136,478.1,2,268.59,31,0.83,6.78,5,1.64,3,0
936.79,FR,942,0,1,6,20,33,14,193,444.36,5,69.39,41,0.94,3.54,4,1.69,9,0
955.32,UK,943,0,0,5,9,27,15,117,327.9,13,203.93,37,0.13,7.73,12,2.57,7,0
602.67,US,944,1,1,1,17,5,7,133,28.25,18,413.25,61,0.9,5.99,12,2.23,0,1
191.57,US,945,0,1,4,41,7,14,34,114.53,16,329.31,21,0.58,3.37,18,2.42,5,0
797.83,TR,946,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
50.32,CA,947,0,1,6,49,47,19,195,219.02,14,46.86,86,0.01,3.33,7,0.26,7,1
433.9,UK,948,0,1,8,14,44,5,112,471.39,13,51.98,31,0.79,0.59,3,4.99,8,0
699.07,FR,949,1,0,2,22,47,7,50,204.84,4,16.1,81,0.77,3.03,11,2.03,4,1
878.7,US,950,0,1,1,23,19,19,58,514.57,9,338.63,94,0.8,5.23,9,0.37,9,0
730.93,IN,951,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
106.86,IN,952,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
247.17,TR,953,1,1,7,7,5,16,105,277.83,8,189.4,95,0.7,0.12,15,1.97,7,1
931.45,CA,954,1,0,5,39,11,3,86,159.75,10,402.88,39,0.47,9.03,19,2.85,2,0
392.87,FR,955,0,0,8,30,1,9,84,354.13,13,89.09,53,0.87,3.3,0,2.74,8,0
637.19,DE,956,1,1,4,4,44,3,55,550.91,14,7.63,39,0.09,4.74,6,4.34,8,1
289.04,US,957,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
74.4,DE,958,0,0,9,5,22,7,130,282.25,4,180.13,39,0.84,5.8,7,0.11,2,1
937.36,US,959,0,1,0,40,22,12,176,285.51,0,101.51,0,0.76,5.89,3,0.82,8,0
41.11,CA,960,0,1,9,41,21,11,44,11.37,5,75.71,75,0.21,6.03,4,1.4,6,0
705.46,UK,961,0,1,3,20,41,11,83,139.69,2,382.34,37,0.65,2.25,12,2.45,9,1
663.6,UK,962,0,0,7,8,18,10,159,209.03,8,270.29,61,0.84,1.77,17,3.08,2,0
288.13,IN,963,0,1,3,11,0,5,195,438.17,15,367.54,59,0.97,0.38,16,3.95,2,0
194.65,FR,964,1,0,9,49,12,19,45,496.03,14,384.42,73,0.26,9.95,18,4.24,5,1
255.25,UK,965,1,1,8,15,31,3,166,303.41,16,293.68,24,0.32,6.05,4,0.38,5,0
44.04,UK,966,1,1,7,11,46,1,120,280.5,2,438.78,75,0.94,9.41,6,4.28,0,1
910.23,UK,967,1,0,8,35,15,10,18,32.41,11,55.77,43,0.05,8.73,11,2.09,4,1
582.5,IN,968,1,1,8,35,10,8,54,333.55,19,464.92,9,0.78,6.94,2,0.39,0,1
859.83,FR,969,1,0,6,36,40,11,133,155.03,5,72.89,0,0.07,2.67,3,3.05,5,0
970.21,US,970,1,0,7,35,43,1,141,504.74,2,463.92,52,0.91,9.08,5,3.31,6,1
773.26,DE,971,1,0,5,36,22,18,188,321.86,19,317.55,77,0.56,1.95,6,0.92,0,1
536.04,UK,972,1,1,1,30,36,15,172,594.22,0,252.68,86,0.15,6.42,6,4.69,5,1
805.45,IN,973,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
852.63,US,974,1,1,4,49,10,19,1,504.58,7,498.83,98,0.96,5.72,1,1.02,7,1
954.39,FR,975,0,1,9,47,49,18,81,351.71,0,413.58,35,0.47,6.52,11,2.14,5,1
965.98,FR,976,0,1,6,24,7,11,18,97.31,16,395.7,89,0.24,8.16,2,1.67,0,1
715.06,US,977,1,0,9,34,38,17,199,237.22,18,348.85,36,0.03,5.88,14,4.98,5,0
856.91,CA,978,1,0,3,23,27,1,164,569.95,14,305.39,67,0.32,5.57,13,2.25,0,0
477.49,TR,979,1,1,2,25,26,15,19,383.2,9,352.56,71,0.55,3.15,14,4.49,6,0
523.15,DE,980,1,0,8,35,28,16,120,244.61,16,119.85,71,0.46,2.44,5,2.71,9,0
763.18,CA,981,0,0,4,34,10,1,171,206.71,6,208.92,56,0.22,3.6,1,0.61,9,1
477.49,TR,982,1,1,2,25,26,15,19,383.2,9,352.56,71,0.55,3.15,14,4.49,6,0
637.07,US,983,1,0,3,22,29,12,92,175.4,3,345.87,3,0.2,5.67,1,1.94,2,0
908.49,FR,984,1,0,1,42,36,15,75,50.73,8,448.36,92,0.13,9.96,4,1.29,1,1
990.6,US,985,0,0,1,31,34,14,36,37.17,0,81.69,88,0.28,1.43,2,1.74,9,1
355.72,TR,986,0,0,3,10,34,10,166,34.95,2,111.38,11,0.34,1.7,0,3.73,9,0
963.02,DE,987,0,0,5,41,4,15,155,195.94,3,419.5,65,0.76,1.65,11,1.1,9,1
810.04,IN,988,0,0,8,49,34,10,51,436.66,14,316.07,21,0.3,2.27,6,4.47,2,0
709.79,FR,989,1,1,6,48,32,5,126,11.87,14,115.07,31,0.31,5.3,17,1.53,6,0
325.79,TR,990,0,1,4,17,8,1,153,513.99,2,142.79,71,0.43,7.26,18,3.55,7,1
332.15,FR,991,0,1,9,37,36,9,108,290.82,19,299.68,53,0.03,3.32,2,1.26,1,1
800.31,TR,992,1,0,7,26,47,10,93,205.94,6,495.39,24,0.59,4.12,12,0.59,9,0
963.98,CA,993,0,0,1,47,35,2,121,68.92,19,166.69,99,0.51,7.69,13,1.18,6,1
540.42,UK,994,0,0,9,40,11,5,176,435.19,12,403.22,82,0.41,0.07,9,2.82,3,1
778.65,US,995,0,0,1,45,38,19,100,313.66,17,154.7,54,0.83,0.26,2,4.69,8,1
36.25,CA,996,1,0,4,16,20,0,161,303.96,10,38.17,54,0.4,9.12,19,2.84,3,1
898.24,FR,997,1,1,3,40,8,6,87,232.62,5,139.12,7,0.13,9.28,5,1.97,6,1
973.28,UK,998,0,0,1,8,4,1,90,228.99,5,219.01,82,0.77,4.9,0,0.04,5,1
694.03,DE,999,0,0,0,12,42,15,38,538.48,7,372.42,8,0.66,4.51,5,0.86,6,0
321.21,TR,1000,0,1,9,49,14,3,174,211.65,3,107.09,58,0.82,4.7,19,3.64,1,1
811.27,TR,1001,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
28.04,UK,1002,0,1,5,1,14,2,66,243.17,18,486.67,75,0.12,1.82,12,2.36,7,0
811.27,TR,1003,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
416.28,UK,1004,1,1,0,24,11,3,75,562.88,12,256.36,61,0.62,8.95,17,1.93,9,1
206.73,UK,1005,1,1,7,36,7,9,85,291.13,4,124.56,71,0.32,1.16,14,3.52,8,0
423.24,UK,1006,0,0,7,37,1,4,172,95.67,19,42.47,57,0.16,0.68,8,2.29,5,0
615.73,DE,1007,1,0,6,36,43,4,112,331.45,17,96.9,75,0.02,9.75,13,1.98,8,1
181.56,CA,1008,1,0,1,20,30,5,62,544.79,3,306.8,88,0.13,4.36,16,1.56,9,1
897.13,US,1009,1,1,2,49,15,14,178,421.68,9,422.45,80,0.13,4.59,15,0.2,6,0
193.01,CA,1010,0,0,0,9,15,15,60,30.33,6,340.09,47,0.75,4.57,3,0.54,1,0
715.06,US,1011,1,0,9,34,38,17,199,237.22,18,348.85,36,0.03,5.88,14,4.98,5,0
362.41,TR,1012,1,1,1,48,7,5,33,145.85,9,298.46,20,0.89,3.87,15,1.88,9,0
805.45,IN,1013,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
641.18,DE,1014,1,0,0,36,20,2,68,524.51,5,272.75,95,0.43,5.02,0,3.54,9,1
103.5,TR,1015,0,0,0,34,16,0,74,572.21,3,380.85,38,0.57,9.65,14,1.62,9,0
116.81,UK,1016,0,0,3,11,34,12,7,62.99,11,171.92,58,0.23,3.94,16,2.04,6,0
764,TR,1017,0,0,4,18,33,6,167,148.45,2,355.84,84,0.57,8.55,17,3.09,0,0
507.65,UK,1018,1,1,1,39,45,18,5,458.17,6,281.73,81,0.95,8.37,9,2.74,5,1
423.24,UK,1019,0,0,7,37,1,4,172,95.67,19,42.47,57,0.16,0.68,8,2.29,5,0
380.87,US,1020,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
797.23,DE,1021,0,0,3,3,44,5,107,130.94,1,301.65,86,0.31,8.08,9,2.13,5,1
35.16,UK,1022,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
439.51,IN,1023,0,1,8,18,1,5,156,280.57,9,102.34,22,0.9,7.36,16,3.18,5,1
706.62,CA,1024,1,1,3,18,16,4,55,577.76,3,441.08,90,0.55,7.07,0,1.27,4,1
116.81,UK,1025,0,0,3,11,34,12,7,62.99,11,171.92,58,0.23,3.94,16,2.04,6,0
378.3,DE,1026,0,1,1,44,29,13,123,114.95,8,244.85,0,0.65,6.42,16,3.13,3,1
805.45,IN,1027,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
898.24,FR,1028,1,1,3,40,8,6,87,232.62,5,139.12,7,0.13,9.28,5,1.97,6,1
392.87,FR,1029,0,0,8,30,1,9,84,354.13,13,89.09,53,0.87,3.3,0,2.74,8,0
800.31,TR,1030,1,0,7,26,47,10,93,205.94,6,495.39,24,0.59,4.12,12,0.59,9,0
374.11,US,1031,1,0,5,13,14,2,175,342.34,11,332.53,54,0.51,2.71,4,2.02,8,1
106.86,IN,1032,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
963.02,DE,1033,0,0,5,41,4,15,155,195.94,3,419.5,65,0.76,1.65,11,1.1,9,1
148.1,TR,1034,0,1,7,4,2,0,24,107.49,3,333.79,39,0.68,8.33,18,3.07,3,0
852.63,US,1035,1,1,4,49,10,19,1,504.58,7,498.83,98,0.96,5.72,1,1.02,7,1
381.83,US,1036,0,0,1,15,20,9,162,345.17,11,300.44,19,0.84,9.12,15,1.69,3,1
321.21,TR,1037,0,1,9,49,14,3,174,211.65,3,107.09,58,0.82,4.7,19,3.64,1,1
796.86,US,1038,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
278.12,US,1039,1,1,9,6,23,0,97,438.12,12,93.78,47,0.84,6.12,18,0.56,0,0
54.78,UK,1040,0,0,0,40,27,13,88,318.24,19,348.51,61,0.16,5.25,19,0.42,3,0
